"id","price.avg","brand","colors","imageURLs"
"AVpe59c51cnluZ0-ZgBS",63,"Nina","Silver","https://i5.walmartimages.com/asr/e4b0162e-3694-4998-9a30-e9ff97ea4d17_1.0f1e769d94884a46c8a29afe16ae7142.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe6gXGLJeJML43yLsw",63,"Nina","Black","https://i5.walmartimages.com/asr/dfbec09f-62b8-4f47-9e7e-c44248d6c531_1.e04d61d89b8a5b58f0e1a3a436198458.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe8MQ21cnluZ0-aUUc",63,"Marc Fisher","Black","https://i5.walmartimages.com/asr/2087104f-46f5-4351-a2c7-1a397efc5b63_1.f9e77da2456d73cd417233d540073cc1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe9COWilAPnD_xRq60",63,"Coach","","https://i5.walmartimages.com/asr/ce9e6a13-7eb9-4418-a3ab-1d658dd56629_1.a48dad0f80f4f56bdae413fac2a5d2f2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe9UMq1cnluZ0-auj0",63,"Giani Bernini","Oxblood","https://i5.walmartimages.com/asr/63e8d91d-c6d0-49f2-979b-14e13e952a0f_1.66283ad977304ce8f04b095422ad2722.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf_ZhPLJeJML43HF_U",63,"Novica","Grey,Multi","http://ak1.ostkcdn.com/images/products/6663930/Cotton-Grey-Floral-Tunic-Blouse-India-d0a478cb-3950-4fd1-a190-a3313c9e6f98_80.jpg"
"AVpf1DobLJeJML43Ef_h",63,"Nike","Pink","https://i5.walmartimages.com/asr/91c3ce3b-0533-4d51-a0c6-406aa62ce302_1.d1a83bc35559d10093ef721d1fe930c8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf33HbilAPnD_xjym1",63,"Nine West","Black","https://i5.walmartimages.com/asr/44d1c572-d4ec-4188-bed5-d40739152d40_1.0e13190db286b1d0f21a8ae8a0ed517f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf88gfilAPnD_xlBhb",63,"White Mountain","","https://i5.walmartimages.com/asr/94e3094b-7ae8-444a-a196-f540a98dfbcc_1.9e1c97090ae6b0e11f27b650babdb0e9.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf9RJxilAPnD_xlGqF",63,"Puma","GreenWhite,Gray","http://s3.shoes.com/images/br150/womens-puma-pulse-xt-pwrcool-grey-pink-454381_366_hl.jpg,http://s1.shoes.com/images/br150/womens-puma-pulse-xt-pwrcool-grey-pink-454381_366_sl.jpg,http://s3.shoes.com/images/br150/womens-puma-pulse-xt-pwrcool-grey-pink-454381_366_45.jpg,http://s3.shoes.com/images/br150/womens-puma-pulse-xt-pwrcool-grey-pink-454381_366_rt.jpg,http://s2.shoes.com/images/br150/womens-puma-pulse-xt-pwrcool-grey-pink-454381_366_lt.jpg,http://s2.shoes.com/images/br150/womens-puma-pulse-xt-pwrcool-grey-pink-454381_366_tp.jpg,https://i5.walmartimages.com/asr/55f6362e-430a-47dd-837f-2ecc706399dd_1.c6bd130a796cca71f59ff6a87ba617e4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfb2YJilAPnD_xbubn",63,"Easy Spirit","","http://i5.walmartimages.com/dfw/dce07b8c-b511/k2-_a0b3efa9-4868-4af2-b2fa-f55de52c23bc.v1.jpg"
"AVpfcDPQLJeJML439OhD",63,"Easy Spirit e360","Blue","https://i5.walmartimages.com/asr/270057a4-ab5e-49ce-a647-be63f7757668_1.be77e98a7b48fe2dc929c507fdf7bfe2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfcqoxilAPnD_xb8I0",63,"G.I.L.I.","Multicolor","https://i5.walmartimages.com/asr/e778f602-cdc0-4600-a810-337a1225c892_1.f5b71b5bbdbd631b3df7e60a81d4756c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfCU4LLJeJML430_Bw",63,"White Mountain","","https://i5.walmartimages.com/asr/db428086-cad9-4237-89b5-0fa6641b144c_1.bd0ec26126dbbc1c373f27f95029f37e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfeklHilAPnD_xccIA",63,"Nine West","Black","https://i5.walmartimages.com/asr/02e9cb67-3735-4cc3-9417-f5f21cee8be8_1.3dc942a0417be0c9b37981abb56fd0d8.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfEr2ILJeJML431yhW",63,"Rebecca Minkoff","","https://i5.walmartimages.com/asr/fd93b718-cb77-4742-9fd0-df8e5c0bf97e_1.e1d2244fc33571c8ad064032ce5c819d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/cbd1a19f-0dfb-4d07-94b4-44c32cacdf07_1.8d846261f137f99b7c1202d7536e8fda.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfF4YFLJeJML432NYc",63,"G BY GUESS","","https://i5.walmartimages.com/asr/f8d7dd53-5fca-4a36-a237-af99b4736036_1.e8a02c74a894da2ed1bc48db8b2608ce.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfFs2c1cnluZ0-dq8-",63,"Easy Spirit","","https://i5.walmartimages.com/asr/f3dd6b0a-2f18-4917-b963-c735554b1e86_1.9217f762c98d79c94fa273bf70d9380b.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfGqI41cnluZ0-d_ZY",63,"Bronx","Dark Yellow,Black Leather,Beige,Camel,Khaki","https://i5.walmartimages.com/asr/ac09a50c-22a3-4ddd-9c75-4d34f857251d_1.a43f78f50eee3f7b8310ae51e0997897.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/328cddbf-0cf1-433f-81d3-488c2dc8e61c_1.5317895a3da7e6adbd6e6bbe3e8f86d5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfIaEbilAPnD_xVnKE",63,"Easy Spirit","Blue","https://i5.walmartimages.com/asr/d06b52ff-8dbc-4968-a129-8595416375e7_1.d9353c772f0bcd334d211565cbc3d221.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfjP8aLJeJML43_P17",63,"Nike","Blue","https://i5.walmartimages.com/asr/47c75692-05ac-4f70-8fa9-5c8a3916f509_1.e6bdc2e15ca9d3b37a4a69f6cc47fa09.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfLcsiilAPnD_xWn1d",63,"Journee Collection","Black,Brown,Grey",""
"AVpfN-Hm1cnluZ0-gayd",63,"Easy Spirit","","https://i5.walmartimages.com/asr/902f6413-4e2a-41e8-b260-c5824bf0d997_1.6b29068b586eda318f44ae08db824a7a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfq5C4LJeJML43BjFp",63,"TOMS","Dark Brown,Brown Sugar","https://i5.walmartimages.com/asr/686dd4c3-5467-41d0-8a62-7ab2db4a2da6_1.52f59b4e5cf92a6411fe1a7afa95cc6d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfqBgV1cnluZ0-o1Dg",63,"Nine West","Multicolor","https://i5.walmartimages.com/asr/a2c1e1ec-65fe-4d67-850a-4dcc049f251d_1.e87780551b8f240e54a4f22f026c9f7e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfQyeN1cnluZ0-hWc7",63,"Marc Fisher","Pink","https://i5.walmartimages.com/asr/efde8fe7-f374-40ec-bd5e-e370d14d4cde_1.80859616f25b1af0dcc2905fa336ef24.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfRgNwLJeJML436DAP",63,"GUESS","Silver","https://i5.walmartimages.com/asr/b8b03351-40de-4994-b735-73d4592a058b_1.311622abfe8ac745d8e6ee82bd65c756.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfS78L1cnluZ0-iCOz",63,"Aerosoles","Gray","https://i5.walmartimages.com/asr/4226cb10-8a00-47ce-b13f-bfc35034fb0b_1.5972f3652c4fd964a949325356c07006.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfSv6YilAPnD_xY_ml",63,"Aerosoles","Brown","http://i.ebayimg.com/images/g/ZNMAAOSw0vBUf5TN/s-l300.jpg,http://i.ebayimg.com/images/g/ZNMAAOSw0vBUf5TN/s-l64.jpg,http://i.ebayimg.com/images/g/NUYAAOSwg3FUf5TO/s-l64.jpg,http://i.ebayimg.com/images/g/NW4AAOSwg3FUf5TP/s-l64.jpg,http://i.ebayimg.com/images/g/ASEAAOSw7ThUf5TQ/s-l64.jpg,http://i.ebayimg.com/images/g/ZVcAAOSw0vBUf5TT/s-l64.jpg,http://i.ebayimg.com/images/g/ZYoAAOSw0vBUf5TV/s-l64.jpg,http://i.ebayimg.com/images/g/g9EAAOSwD0lUf5TW/s-l64.jpg,http://i.ebayimg.com/00/s/OTBYMzEw/z/3eQAAOSwPe1T5pL1/$_10.JPG?set_11.JPG?set_id=807"
"AVpfT-rU1cnluZ0-iYLn",63,"Bearpaw","","http://i5.walmartimages.com/dfw/dce07b8c-aea1/k2-_76d9e7f7-5c0b-46dd-8242-7b1813ce8e6f.v1.jpg,https://i5.walmartimages.com/asr/d65b6c86-db61-4ec9-904d-2427bfe58046_1.e5fa0206673b0644936b99134d3740ae.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfTFvdilAPnD_xZGlQ",63,"Sole Society","Green","https://i5.walmartimages.com/asr/d392d7d3-5834-4ced-8a17-d4ade5976a87_1.f502b4bf5b7462031714179f77d70ebd.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfW9SQLJeJML437yam",63,"Annie Shoes","","https://i5.walmartimages.com/asr/2548bf9b-b6b1-47ee-93f6-21af96d5c0ec_1.68020069d399da0fbb71406be9fc3156.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfWY4wLJeJML437nQ1",63,"Easy Spirit","","https://i5.walmartimages.com/asr/15cf7f7a-46a8-4d25-90e1-c7197f1617a5_1.6ecebf80fafde14737b690bde6534944.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpg1xOC1cnluZ0-69_8",63,"Nine West","Beige","https://i5.walmartimages.com/asr/1674502f-a764-4fbe-878f-a16ee74dbdad_1.a16d35c7590bdce3a23fbf9fcff425f0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpg6o_XilAPnD_xy4r_",63,"Unique Bargains","","https://i5.walmartimages.com/asr/5a99673f-f29e-4873-b265-a6ef6e6602bd_1.21c4b06380f7602824af77d44b819537.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgBaGeilAPnD_xmKnc",63,"","Peach,Blue,Red,Green","http://ecx.images-amazon.com/images/I/315-JPCWQIL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31v%2BBTSfrZL._SS40_.jpg,http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31e-ztI9yAL._SS40_.jpg,http://ecx.images-amazon.com/images/I/31e-ztI9yAL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31zX7G45HGL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/315-JPCWQIL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31lydaSlvoL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/31b0h4ISZNL._SS40_.jpg,http://ecx.images-amazon.com/images/I/31b0h4ISZNL._SS40_.jpg,http://ecx.images-amazon.com/images/I/31v%2BBTSfrZL._SS40_.jpg,http://ecx.images-amazon.com/images/I/31zX7G45HGL._SS40_.jpg,http://ecx.images-amazon.com/images/I/31lydaSlvoL._SS40_.jpg,http://ecx.images-amazon.com/images/I/31b0h4ISZNL._SY300_QL70_.jpg,https://images-na.ssl-images-amazon.com/images/I/31b0h4ISZNL._SY300_QL70_.jpg"
"AVpghFxtLJeJML43PAMU",63,"Nine West","Black","https://i5.walmartimages.com/asr/e13d470f-a1cb-4e65-88b1-5360976d86ea_1.f61f3dc596b03bda8450de6fb06a31e6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgHIg_ilAPnD_xnoLg",63,"SummitFashions","Black,Gold,Silver","https://i5.walmartimages.com/asr/35b8c980-550e-4de6-b3d7-891ede06a94d_1.b75b09bdf4f671e3a507810a95ec671d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpglvnK1cnluZ0-3nS0",63,"Nike","","https://i5.walmartimages.com/asr/5b07483d-e558-446a-9073-4437f782d24f_1.b5087e90697273a6c85d3bec2f3cd7e1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgsPzoLJeJML43Rhte",63,"Jessica Simpson","","https://i5.walmartimages.com/asr/d8fcc527-5e61-4541-a702-584e201f73b6_1.07adf97d27d5b438ad57c4eb41329504.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgybs-1cnluZ0-6Wip",63,"Nina","Black","https://i5.walmartimages.com/asr/4c6b57e5-a6e9-495e-acf7-1a766be8237d_1.c90600213c0e30e2cab72d97ab7ba282.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVph1C0g1cnluZ0-G23N",63,"Novica","Blue","http://ak1.ostkcdn.com/images/products/6341003/Rayon-Midnight-Starlight-Robe-Indonesia-efe99491-2b25-4487-8b1d-8baec8be2039_80.jpg"
"AVph2x6EilAPnD_x-F1K",63,"New Balance","SilverPink","http://s2.shoes.com/images/br008/womens-new-balance-w775-silver-pink-410763_366_sl.jpg,http://s2.shoes.com/images/br008/womens-new-balance-w775-silver-pink-410763_366_hl.jpg,http://s1.shoes.com/images/br008/womens-new-balance-w775-silver-pink-410763_366_rt.jpg,http://s1.shoes.com/images/br008/womens-new-balance-w775-silver-pink-410763_366_lt.jpg,http://s3.shoes.com/images/br008/womens-new-balance-w775-silver-pink-410763_366_tp.jpg,http://s1.shoes.com/images/br008/womens-new-balance-w775-silver-pink-410763_366_45.jpg,https://i5.walmartimages.com/asr/284dd10d-bfd7-4f7a-97ee-408c5021c5cf_1.66a5686803db41fd8208ebc45543e1b1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVph8gek1cnluZ0-IJ6g",63,"Marc Fisher","Red","https://i5.walmartimages.com/asr/aba63cda-d359-4c27-916a-de5ab928fc77_1.f196f7332980ac901651a827a129cd19.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVphaOEaLJeJML43akcS",63,"2 Lips Too","","https://i5.walmartimages.com/asr/f45d0995-ccbb-4098-a01e-a7c3d6215519_1.64703cca137edf6b2f515b867628bcc2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://ecx.images-amazon.com/images/I/41qcyZz8QPL._SY300_.jpg,http://ecx.images-amazon.com/images/I/41qcyZz8QPL._SS40_.jpg,http://ecx.images-amazon.com/images/I/31wnlwjxUWL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41CNVG%2Bg6gL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41GLW9jpCuL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41AkGEfM6OL._SS40_.jpg"
"AVphvctnilAPnD_x8z3l",63,"Novica","Green,Grey,Purple,Red,White","http://ak1.ostkcdn.com/images/products/11542681/Handcrafted-Cotton-Batik-Purple-Bird-Tunic-Thailand-7258e1c7-532f-41cc-a480-ba6636a0d8b0_80.jpg"
"AVphXPwj1cnluZ0-Bkv-",63,"Indian Selections","Black","http://ak1.ostkcdn.com/images/products/10250390/Black-designer-Kurti-tunic-with-beaded-neckline-India-f033b76b-e16a-4940-a279-9038bdee8dad_80.jpg"
"AVphYubQilAPnD_x4y5G",63,"Nine West","Green","https://i5.walmartimages.com/asr/b026a9ed-bda1-4d21-8d00-bb45ca2c4f89_1.e6b16b8d357588e261e9946b17d32d18.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpimECmLJeJML43nLAq",63,"","Almond","https://images-na.ssl-images-amazon.com/images/I/41qomWnzWzL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41YLRV5VGoL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41bgOag4AuL._SY300_QL70_.jpg,http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41bgOag4AuL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41sUdwea8TL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41Ehz%2BHOtwL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41Ehz%2BHOtwL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41ZxfoiI4OL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41bgOag4AuL._SY300_QL70_.jpg,http://ecx.images-amazon.com/images/I/41sUdwea8TL._SS40_.jpg,https://images-na.ssl-images-amazon.com/images/I/41ZxfoiI4OL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41qomWnzWzL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41bgOag4AuL._SS40_.jpg,http://ecx.images-amazon.com/images/I/41YLRV5VGoL._SS40_.jpg"
"AVqCM7GHU2_QcyX9OuzV",63,"Novica","Black",""
"AVpe__eOilAPnD_xSt-H",62,"Novica","Purple",""
"AVpe37TjilAPnD_xPw6N",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-4aa4/k2-_e02f0ca2-a028-4d1f-a24b-3bae5de86914.v1.jpg"
"AVpe5XUMilAPnD_xQU2C",62,"Propet","Black,Brown,Black Grain","https://i5.walmartimages.com/asr/05cfbe0d-2978-4f0d-9358-85c3f25facf8_1.272331a0af19ea95b2a1985fae7923ac.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,https://i5.walmartimages.com/asr/8e7b01ac-d422-4f5c-9998-1842c954f3f6_1.109d39222e3afcd859cea40d01cc37e0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpe6STJLJeJML43yGeA",62,"Carlos Santana","","https://i5.walmartimages.com/asr/bc5e9f27-2689-43f3-af42-8259bdf2265b_1.55e423eda222715fa458d8cf67c52aa7.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpf3NBw1cnluZ0-sohk",62,"Ivanka Trump","Black","http://i.ebayimg.com/images/g/i7kAAOSwARZXl7Xx/s-l300.jpg"
"AVpf3Z0q1cnluZ0-sr0G",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-8538/k2-_3a4534af-e27c-47c1-a265-b49c950d0402.v1.jpg"
"AVpf7sUl1cnluZ0-tvjo",62,"Anne Klein","Gray","https://i5.walmartimages.com/asr/ef1eee11-9396-4c85-bba6-175983cb2fcc_1.88223cb01863868c3c739f68aeffc7a6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfBvz01cnluZ0-cTbx",62,"Easy Spirit","","https://i5.walmartimages.com/asr/d3fb9642-e51d-4f38-8100-fb9aa792edf3_1.89529fafe4e4ab757729e14de477937f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfDMRX1cnluZ0-cyfX",62,"VANS","TrwhtMo","https://i5.walmartimages.com/asr/c9b6435e-3e2f-499d-800b-227765250333_1.2fa62c94c199c4e7f9395bd18cb74985.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfGlw-1cnluZ0-d953",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-13cd/k2-_bb2ed652-b144-44a5-b3ed-6f2883a1568f.v2.jpg"
"AVpfHX1sLJeJML432tDE",62,"Charles By Charles David","","https://i5.walmartimages.com/asr/d6535512-44b2-43e4-b01e-a150c93b3761_1.156d3278524f9b6a27ea9c0b9661c55e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfI-QmLJeJML433Pty",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-a874/k2-_ac12e1b7-ea07-4e65-9a67-0c521ed07024.v1.jpg"
"AVpfidXH1cnluZ0-minW",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-9623/k2-_744f5d10-ffdf-41bd-ba45-07ce36bb4236.v1.jpg"
"AVpfmClj1cnluZ0-npJd",62,"Mia","","https://i5.walmartimages.com/asr/e711e85b-6235-4fc2-99e7-d57fcb31eea4_1.0a3b611081b42a635be476b215e542ea.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfmf2xilAPnD_xeyvD",62,"Nine West","Black","https://i5.walmartimages.com/asr/92a72a2d-1f88-403e-9ad6-6c78d85e9b51_1.ec0ddc9fb84be39ae6e16d57fb7a8446.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfMlDcilAPnD_xW_k-",62,"Audrey Brooke","","https://i5.walmartimages.com/asr/a6c0f8cf-280d-4032-a2b0-7c02ae47a019_1.a0018461b341028df4d615bfea44982c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfMnVoLJeJML434cp-",62,"Enzo Angiolini","","https://i5.walmartimages.com/asr/b8f1ccbc-6f01-4d33-8b7f-23dadc25e04c_1.514585f33a3cd54522513c813c552f6d.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfncOhLJeJML43AiOL",62,"The Highest Heel","","https://i5.walmartimages.com/asr/a7239138-f75f-4dc9-8c9f-dceb283014cd_1.bfa0071608e6615581fc62e2c3b70da5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfNoorilAPnD_xXVaZ",62,"Me Too","","http://i5.walmartimages.com/asr/ccaea061-4706-4bc6-9867-895f108f96b9_1.63bc6aef280f6b9c171f3aa23b478d79.jpeg?odnHeight=450&odnWidth=450,http://i5.walmartimages.com/dfw/dce07b8c-a770/k2-_9749fb55-3c1d-46f8-ae70-6615aabf1474.v1.jpg"
"AVpfp208LJeJML43BPcl",62,"Superfit","","https://i5.walmartimages.com/asr/85b401e0-e121-4e9b-8e9d-8d4420daf38f_1.54681dd333b4b0167265586e6fde8158.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfQFclilAPnD_xYI0L",62,"JAMBU","","http://i5.walmartimages.com/asr/d7cb68d4-f837-4743-baa3-dd731deff651_1.bc46427d902f6c4983d4eb54a037a370.jpeg?odnHeight=450&odnWidth=450,http://i5.walmartimages.com/dfw/dce07b8c-1d49/k2-_f0a45c91-306c-4d08-b55e-938a775da8a4.v3.jpg?odnHeight=450&odnWidth=450"
"AVpfr_cOLJeJML43B4Is",62,"N.Y.L.A.","","https://i5.walmartimages.com/asr/35b6ae9b-f8c6-424f-a734-8aa6202f4d6d_1.2525d8bad667e854f69bc144f30a3ea5.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfTGur1cnluZ0-iFrl",62,"Coloriffics","","https://i5.walmartimages.com/asr/17c9f5ae-0eb4-449f-90b3-78562258bba6_1.9a21803f265d35a64b068c0cde9dc6d6.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfukZMLJeJML43CpKT",62,"G BY GUESS","Silver","https://i5.walmartimages.com/asr/d800430e-7ed7-4b97-b968-49f22e8dc35d_1.07c9b6f7dba1e914f212dcb542712a7e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfuvHr1cnluZ0-qPLS",62,"Me Too","","http://i5.walmartimages.com/asr/8849800f-420f-400d-b96d-2a078398a8f7_1.ac5f1d4a74b6b23e576865bbfa57025d.jpeg?odnHeight=450&odnWidth=450"
"AVpfwzVe1cnluZ0-q0Hr",62,"Circus by Sam Edelman","Black","https://i5.walmartimages.com/asr/c182d713-47fc-495d-b9e9-e702765dd044_1.5abd16604da0e87c22cf59bc39373900.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfXk48ilAPnD_xahqy",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-6a31/k2-_ed06c437-297d-4c3f-bfa9-54dad59d433d.v1.jpg,http://i5.walmartimages.com/asr/293ddb8e-7a5e-47de-9e08-d92e8cd6a7db_1.d40c908c9c197bcfab719f889ddce2cc.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpfXR2NilAPnD_xab5R",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-785e/k2-_f76557ec-3157-4e34-8077-4a81e46b7fcf.v2.jpg"
"AVpfXRhxilAPnD_xabyE",62,"Ivanka Trump","","http://i5.walmartimages.com/dfw/dce07b8c-df60/k2-_422e57a4-5d63-48fa-9303-01e4792a111b.v2.jpg,http://i5.walmartimages.com/dfw/dce07b8c-f94a/k2-_3d104b91-d7e0-4e66-a143-7e3ef1096076.v2.jpg"
"AVpg-JFTLJeJML43VFNL",62,"Circa Joan & David","","http://i5.walmartimages.com/dfw/dce07b8c-fbc6/k2-_a4e90576-f36f-47b7-859b-1aa6e2556f98.v1.jpg,http://i5.walmartimages.com/asr/4695f06f-e698-4d69-83d0-4849cb6f0e11_1.da639c128ecbe071e6080b1ecfcc1bd9.jpeg?odnHeight=450&odnWidth=450"
"AVpg2m2NilAPnD_xyFWw",62,"SKECHERS","","http://i5.walmartimages.com/asr/5198110f-9e90-4a11-8fcf-e307b4159ae0_1.58cd568a5c3a247aedd3723f700b4281.jpeg?odnHeight=450&odnWidth=450,http://i5.walmartimages.com/asr/0af79748-3cfc-4241-814f-9b481213a284_1.d0fd697a6ddeaa9278911484c24c98cb.jpeg?odnHeight=450&odnWidth=450"
"AVpgAtgyilAPnD_xl-iy",62,"Me Too","","http://i5.walmartimages.com/asr/e308848e-775c-46af-a622-42e2df71333a_1.3e86b419a39bf6745e243b14592bb13b.jpeg?odnHeight=450&odnWidth=450"
"AVpgEMZf1cnluZ0-v6Sr",62,"Cushe","","https://i5.walmartimages.com/asr/9e032f80-0bdc-437c-a3ba-f10383087b98_1.5589d9597c9ec72e5ed62198887e3c3c.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,http://i5.walmartimages.com/dfw/dce07b8c-319e/k2-_37c5eb10-ff18-4559-8416-fe5202efaa1d.v1.jpg"
"AVpgGIniLJeJML43I2Yn",62,"Anne Klein Sport","Gold","https://i5.walmartimages.com/asr/d50d537c-594e-4eaa-a703-b0a31b08fcdf_1.ad3405cdf71c6dc7a579e55236b1dfd0.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpghxduLJeJML43PKIG",62,"Mix No 6","Yellow","https://i5.walmartimages.com/asr/41502cbe-4d66-4afe-aef5-692ac9c24a5f_1.73daf424e3031d0422db0834e2123871.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
"AVpgjo7BLJeJML43Pk8d",62,"Me Too","","http://i5.walmartimages.com/dfw/dce07b8c-a938/k2-_db354e37-beb7-4de5-9c0f-2499eb63dc2c.v1.jpg"
"AVpgVD5H1cnluZ0-z-Pi",62,"Caparros","Silver","https://i5.walmartimages.com/asr/a70aafee-d703-429d-a70f-f8af65e47740_1.63b8a8a5b20682971bae1e80a86f6d77.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF"
